Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de Mobiliário Escolar ;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;39150000-8;Principal;Mobiliário e equipamento diverso;2355.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"MOBAPEC – Mobiliário Escolar, Lda. (501155015)";"2.355,00 €";11-09-2023;11-09-2023;111 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5015281;Acordo Quadro para o fornecimento de mobiliário;false;https://plataforma-sncp.espap.gov.pt/espap/faces/app/acessoDocs.jsp?codigoAcesso=Y9cwtYVzr2ljn0EnOTHkv5sXoFFG9vDDAWmv5vJP7plZ5H8n2F;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de Mobiliário Escolar ;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;39150000-8;Principal;Mobiliário e equipamento diverso;2607.2 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";NAUTILUS S.A. (503653179);"2.607,20 €";11-09-2023;11-09-2023;111 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5015281;Acordo Quadro para o fornecimento de mobiliário;false;https://plataforma-sncp.espap.gov.pt/espap/faces/app/acessoDocs.jsp?codigoAcesso=Y9cwtYVzr2ljn0EnOTHkv5sXoFFG9vDDAWmv5vJP7plZ5H8n2F;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços de projeto Eu Sou + - Arte e Musica;Consulta Prévia;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;6600.0 € ;Município da Covilhã (505330768);Ana Sofia Lucas Farias;"6.600,00 €";11-09-2023;07-09-2023;335 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IPCB-2023AD012 Modulo CXA-IS para integração com o ERP Primavera;Ajuste Direto Regime Geral;Aquisição de bens móveis;48443000-5;Principal;Pacote de software para contabilidade;6185.61 € ;Instituto Politécnico de Castelo Branco (504152980);"DIGITALIS – DISTRIBUIÇÃO E GESTÃO DE INFORMÁTICA, LDA (503291137)";"6.185,61 €";08-09-2023;08-09-2023;30 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
"Aquisição de Equipamento Informático para a Universidade da Beira Interior, do programa UBI Impulso Jovens STEAM e UBI Impulso Adultos, no âmbito do PRR para 2021-2026";Concurso público;Aquisição de bens móveis;30230000-0;Principal;Equipamento informático;150351.02 € ;Universidade da Beira Interior (502083514);"Divultec – Serviços de Informática, Lda (508453259)";"150.351,02 €";08-09-2023;07-09-2023;75 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjMwNTAx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CCS-UCBST-575/2023-Concurso Público Internacional para Fornecimento de Consumíveis de Impressão para as instituições e organismos do Ministério da Saúde.;Concurso público;Aquisição de bens móveis;30125000-1;Principal;Peças e acessórios para fotocopiadoras;479.4 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"IPM - INFORMATICA PAPELARIA MOBILIARIO, LDA (507847741)";"479,40 €";08-09-2023;08-09-2023;153 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2427042;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento contínuo de cadernos de atividades e kits escolares;Consulta Prévia;Aquisição de bens móveis;22111000-1;Principal;Livros escolares;19415.0 € ;Município de Vila Velha de Ródão (506642798);António da Conceição Bengala Escarameia;"19.415,00 €";08-09-2023;04-09-2023;304 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Fornecimento de fruta escolar destinado aos alunos do primeiro ciclo do ensino básico que frequentam as escolas básicas dos agrupamentos de escolas da área geográfica do município da Covilhã;Ajuste Direto Regime Geral;Aquisição de bens móveis;15300000-1;Principal;"Fruta, produtos hortícolas e produtos afins";10530.0 € ;Município da Covilhã (505330768);"CERFUNDÃO -Embalamento e Comercialização de  Cereja da Cova da Beira, Lda (507082796)";"10.530,00 €";08-09-2023;08-09-2023;226 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Construção de 20 Ossários e 15 Gavetões no Cemitério da Freguesia de Enxames;Ajuste Direto Regime Geral;Empreitadas de obras públicas;45200000-9;Principal;Obras de construção total ou parcial e de engenharia civil;17900.0 € ;Freguesia de Enxames (507055373);"Galmasa - Construção Civil e Obras Públicas, Lda. (504998498)";"17.900,00 €";08-09-2023;30-08-2023;30 dias;"Portugal, Castelo Branco, Fundão";"Artigo 19.º, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Prestação de serviços para a Gestão, Coordenação e Implementação das Atividades do Projeto Fusilli";Ajuste Direto Regime Geral;Aquisição de serviços;79421000-1;Principal;"Serviços de gestão de projectos, excepto projectos de construção";16800.0 € ;Município de Castelo Branco (501143530);Alexandra Salvado da Silva Lucas;"16.800,00 €";08-09-2023;04-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL 111-B/2017 ) e DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";false;false;
"Aquisição de serviços de veterinário(a) para o Município da Covilhã, no âmbito das atribuições do município em matéria de autoridade veterinária municipal";Ajuste Direto Regime Geral;Aquisição de serviços;85200000-1;Principal;Serviços de veterinária;7920.0 € ;Município da Covilhã (505330768);Joana Gomes Vaz;"7.920,00 €";07-09-2023;06-09-2023;181 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Concerto por ""Carminho - Portuguesa""";Ajuste Direto Regime Geral;Aquisição de serviços;92000000-1;Principal;"Serviços recreativos, culturais e desportivos";10700.0 € ;Município de Castelo Branco (501143530);"Arruada Unipessoal, Lda (510944817)";"10.700,00 €";07-09-2023;07-09-2023;1 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Semana Municipal da Juventude – Festival Street Gaming;Consulta Prévia;Aquisição de serviços;92100000-2;Principal;Serviços cinematográficos e de vídeo;39300.0 € ;Município de Castelo Branco (501143530);"Sold the Cup, Lda (515926329)";"39.300,00 €";07-09-2023;07-09-2023;30 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY4NDI4;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de serviços para manutenção e reparação de equipamentos e instalações elétricas do Município de Vila de Rei;Ajuste Direto Regime Geral;Aquisição de serviços;50710000-5;Principal;Serviços de reparação e manutenção de equipamento eléctrico e mecânico em edifícios;13950.0 € ;Município de Vila de Rei (506932273);"NELSON PIRES DIAS, UNIP., Lda. (516132890)";"13.950,00 €";07-09-2023;01-09-2023;366 dias;"Portugal, Castelo Branco, Vila de Rei";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Concurso nº 70/SC/2022 – Projetos Expositivos Manuel Guilherme, Casa do Azeite, Pechakucha, Pensar a Cidade e Eventos Culturais";Consulta Prévia;Aquisição de serviços;71220000-6;Principal;Serviços de design arquitectónico;26150.0 € ;Município do Fundão (506215695);"Pedro Novo Arquitetos, Unipessoal, Lda. (514341823)";"26.150,00 €";07-09-2023;07-09-2023;180 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2081053;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Contratualização de circuitos especiais de transporte escolar para o ano letivo 2023/2024 ;Concurso público;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;54250.0 € ;Município de Proença-a-Nova (505377802);Regressinstante  - Unipessoal Lda (510986943);"54.250,00 €";07-09-2023;06-09-2023;365 dias;"Portugal, Castelo Branco, Proença-a-Nova<BR/>Portugal, Castelo Branco, Proença-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUxNTM2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento de mobiliário de escritório para o Centro de Instalação de Empresas de Serviços do Souto;Consulta Prévia;Aquisição de bens móveis;39130000-2;Principal;Mobiliário de escritório - Metal;4452.88 € ;Município de Vila de Rei (506932273);"Nautilus, S.A. (503653179)";"4.452,88 €";07-09-2023;06-09-2023;8 dias;"Portugal, Castelo Branco, Vila de Rei";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
IPCB-2023AD011 – Addon para a integração do ERP Primavera com o software SIGES;Ajuste Direto Regime Geral;Aquisição de bens móveis;48443000-5;Principal;Pacote de software para contabilidade;5655.0 € ;Instituto Politécnico de Castelo Branco (504152980);"Primavera Business Software Solutions, S.A. (503140600)";"5.655,00 €";07-09-2023;07-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de Reagentes;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;8494.74 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"SIEMENS  HEALTHCARE UNIPESSOAL  , LDA (507925173)";"8.494,74 €";07-09-2023;22-08-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Reagentes Principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;21633.08 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"SIEMENS  HEALTHCARE UNIPESSOAL  , LDA (507925173)";"21.633,08 €";07-09-2023;23-08-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Reagentes Principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;9052.8 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"SIEMENS  HEALTHCARE UNIPESSOAL  , LDA (507925173)";"9.052,80 €";07-09-2023;30-08-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Reagentes Principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;12935.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"SIEMENS  HEALTHCARE UNIPESSOAL  , LDA (507925173)";"12.935,00 €";07-09-2023;30-08-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
"Aquisição de uma solução integrada de serviços de cópia e impressão para os     Serviços de Coordenação Regional e para todas as Unidades Orgânicas Locais da Delegação Regional do Centro do IEFP, IP";Concurso público;Aquisição de serviços;79800000-2;Principal;Serviços de impressão e afins;97079.35 € ;IEFP (501442600);"Canon Portugal, S.A. (507477740)";"97.079,35 €";07-09-2023;06-09-2023;519 dias;"Portugal, Coimbra<BR/>Portugal, Aveiro<BR/>Portugal, Viseu<BR/>Portugal, Guarda<BR/>Portugal, Leiria<BR/>Portugal, Castelo Branco";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ3OTMz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Contratação de banda - Fundão Cool Generation Festival;Ajuste Direto Regime Geral;Aquisição de serviços;92340000-6;Principal;Serviços de espectáculos recreativos e de dança;6000.0 € ;Município do Fundão (506215695);"GoodFellas GoodMusic, Unipessoal, Lda. (515301280)";"6.000,00 €";06-09-2023;06-09-2023;15 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-09-2023;"6.000,00 €";n.a;n.a;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Ajuste Direto para a aquisição e montagem de equipamentos de rede para a Piscina Coberta e para o Atelier Túllio Victorino;Ajuste Direto Regime Geral;Aquisição de bens móveis;30000000-9;Principal;"Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";6075.0 € ;Município da Sertã (506963837);João Nunes da Fonseca;"6.075,00 €";06-09-2023;01-09-2023;20 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Serviços de manutenção e suporte da plataforma/software de gestão operacional escolar (SIGE3), na Escola Profissional de Artes da Covilhã (EPABI), propriedade da Associação para a Escola Profissional de Artes da Covilhã.";Ajuste Direto Regime Geral;Aquisição de serviços;72267100-0;Principal;Manutenção de software para as tecnologias da infomação;1709.52 € ;Asssociação para a Escola Profissional de Artes da Covilhã (504647040);INOVAR +AZ (508775876);"1.709,52 €";06-09-2023;06-09-2023;731 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Ajuste Direto para a reparação da máquina de rastos Buldozer;Ajuste Direto Regime Geral;Aquisição de serviços;50110000-9;Principal;Serviços de reparação e manutenção de veículos e equipamento afim;16613.26 € ;Município da Sertã (506963837);SOC TECNICA EQUIP TRACTORES SA (500237433);"16.613,26 €";06-09-2023;01-09-2023;20 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Consulta Prévia para a aquisição de serviços para a elaboração de cadastro simplificado - BUPi;Consulta Prévia;Aquisição de serviços;71000000-8;Principal;"Serviços de arquitectura, construção, engenharia e inspecção";29830.0 € ;Município da Sertã (506963837);"Gkapital - Consulting and Investment, Lda (515627364)";"29.830,00 €";06-09-2023;04-09-2023;116 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
OBRAS DE URBANIZAÇÃO – TAPADA DO CORREIO - FRATEL;Consulta Prévia;Empreitadas de obras públicas;45233252-0;Principal;Pavimentação de ruas;134120.04 € ;Município de Vila Velha de Ródão (506642798);"João de Sousa Baltasar, S.A. (501355510)";"134.120,04 €";06-09-2023;06-09-2023;90 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM1OTkw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
