Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de serviços de organização e produção do Dia Mundial da Criança;Consulta Prévia;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;27300.0 € ;Município da Covilhã (505330768);"Pauta Completa, Lda (515368296)";"27.300,00 €";30-05-2023;30-05-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a elaboração de projetos de construção/reabilitação de edifícios habitacionais;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";4300.0 € ;Município da Covilhã (505330768);"TÂNIA TRINDADE UNIPESSOAL, lDª (510851967)";"4.300,00 €";30-05-2023;29-05-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2268354;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a elaboração de projetos de construção/reabilitação de edifícios habitacionais;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";8700.0 € ;Município da Covilhã (505330768);"TÂNIA TRINDADE UNIPESSOAL, lDª (510851967)";"8.700,00 €";30-05-2023;29-05-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2268354;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPr nº 24/2023 - Prestação de serviços de reparação de meios elevatórios da Universidade da Beira Interior ;Consulta Prévia;Aquisição de serviços;50324200-4;Principal;Serviços de manutenção preventiva;10850.0 € ;Universidade da Beira Interior (502083514);"PINTO & CRUZ, S.A. (500217904)";"10.850,00 €";30-05-2023;29-05-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjI4Nzk3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AD 12/2023 - Aquisição de serviços de edição, tradução e revisão de artigos das áreas científicas da Gestão e Economia da língua portuguesa para língua inglesa";Ajuste Direto Regime Geral;Aquisição de serviços;79530000-8;Principal;Serviços de tradução;19999.0 € ;Universidade da Beira Interior (502083514);"KEVIN ROSE, UNIPESSOAL, LDA (509639992)";"19.999,00 €";26-05-2023;26-05-2023;550 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjI3ODAw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de Jantar de encerramento do 9.º Forum do Turismo Interno ""Vê Portugal""";Ajuste Direto Regime Geral;Aquisição de serviços;55520000-1;Principal;Serviços de fornecimento de refeições (catering);14070.8 € ;Município da Covilhã (505330768);"RMPZ, Lda (506658023)";"14.070,80 €";26-05-2023;25-05-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-06-2023;"14.070,80 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Concurso Publico para a aquisição de serviços de cópia, impressão, digitalização e fax";Concurso público;Aquisição de serviços;79521000-2;Principal;Serviços de fotocópia;167134.0 € ;Município da Covilhã (505330768);"Copialta Representações, Lda (502852577)";"167.134,00 €";25-05-2023;24-05-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2358543;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Streaming e Direto Escrito do V Grande Prémio Internacional de Ciclismo Beiras e Serra da Estrela - 2023;Ajuste Direto Regime Geral;Aquisição de serviços;79341000-6;Principal;Serviços de publicidade;9285.5 € ;Associação dos Municípios da Cova da Beira (501600396);"Speedunique, Unipessoal, Lda. (516287508)";"9.285,50 €";25-05-2023;19-05-2023;10 dias;"Portugal, Castelo Branco, Covilhã<BR/>Portugal, Guarda, Fornos de Algodres<BR/>Portugal, Guarda, Gouveia<BR/>Portugal, Guarda, Pinhel<BR/>Portugal, Castelo Branco, Penamacor<BR/>Portugal, Guarda, Meda<BR/>Portugal, Guarda, Almeida<BR/>Portugal, Guarda, Fig. Castelo Rodrigo<BR/>Portugal, Guarda, Guarda<BR/>Portugal, Guarda, Seia<BR/>Portugal, Guarda, Manteigas<BR/>Portugal, Castelo Branco, Fundão<BR/>Portugal, Castelo Branco, Belmonte<BR/>Portugal, Guarda, Sabugal<BR/>Portugal, Guarda, Trancoso<BR/>Portugal, Guarda, Celorico da Beira";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços de aluguer de Tenda Iglo para o Dia Mundial da Criança;Ajuste Direto Regime Geral;Aquisição de serviços;92331100-1;Principal;Serviços de feiras de atracções;19000.0 € ;Município da Covilhã (505330768);Irmarfer SA (504060783);"19.000,00 €";25-05-2023;23-05-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo Margem de Vítor Hugo Pontes;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;5750.0 € ;Município da Covilhã (505330768);NOME PRÓPRIO- ASSOC.CULTURAL  (504836935);"5.750,00 €";25-05-2023;23-05-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;26-07-2023;"5.750,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Consulta Prévia para a aquisição de serviços de aluguer de armazém e viatura para géneros alimentares - POAPMC - Programa Operacional de Apoio ás Pessoas Mais Carenciadas - PROC 61/2023;Consulta Prévia;Aquisição de serviços;63121100-4;Principal;Serviços de armazenagem;25600.0 € ;Município da Covilhã (505330768);"Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA (500271518)";"25.600,00 €";24-05-2023;23-05-2023;221 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2357142;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a elaboração de projetos de construção/reabilitação de edifícios habitacionais;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";17777.0 € ;Município da Covilhã (505330768);"TUU Building Design Management, Lda (513770267)";"17.777,00 €";19-05-2023;18-05-2023;100 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2268354;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Ajuste Direto para a aquisição de serviços de poda e abate de onze árvores de grande porte - PROC 85/2023;Ajuste Direto Regime Geral;Aquisição de serviços;77340000-5;Principal;Poda de árvores e arbustos;14295.0 € ;Município da Covilhã (505330768);ROMAG (516774255);"14.295,00 €";19-05-2023;18-05-2023;10 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2369357;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a organização do Encontro Intermunicipal de Desporto Sénior na Covilhã;Ajuste Direto Regime Geral;Aquisição de serviços;92622000-7;Principal;Serviços de organização de manifestações desportivas;7500.0 € ;Município da Covilhã (505330768);VERTICAL POINTS - SOMOS DESPORTO LDA (516915290);"7.500,00 €";18-05-2023;18-05-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;07-06-2023;"7.500,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de alojamento, alimentação e cedência de salas para a realização de atividades no âmbito do Ciclo de Avaliação e Formação do Corpo Europeu de Solidariedade";Consulta Prévia;Aquisição de serviços;55000000-0;Principal;"Serviços de hotelaria, restauração e comércio a retalho";52083.29 € ;Agência Nacional para a Gestão do Programa Erasmus + Juventude/Desporto e Corpo Europeu de Solidariedade (600086321);Federação de Desportos de Inverno de Portugal (503006823);"52.083,29 €";18-05-2023;24-04-2023;81 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;04-08-2023;"47.271,30 €";;serviços a menos;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Equipamento técnico e audiovisual Vê Portugal 2023;Ajuste Direto Regime Geral;Aquisição de serviços;92111000-2;Principal;Serviços de produção cinematográfica e de vídeo;8950.0 € ;Entidade Regional de Turismo do Centro de Portugal (508808324);"Hugo Moreira, Unipessoal, Lda. (513488235)";"8.950,00 €";18-05-2023;16-05-2023;45 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-06-2023;"8.950,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços para a elaboração de projetos de construção/reabilitação de edifícios habitacionais;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";16000.0 € ;Município da Covilhã (505330768);"Arcos Combinados - Arquitectos Associados, Lda (514023708)";"16.000,00 €";18-05-2023;17-05-2023;55 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2268354;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE AUTODESK  / RENOVAÇÃO DA SUBSCRIÇÃO - PROC. N.68-2023;Consulta Prévia;Aquisição de serviços;72267100-0;Principal;Manutenção de software para as tecnologias da infomação;6624.8 € ;Município da Covilhã (505330768);"PH INFORMATICA E MICRO SISTEMAS, S.A. (502413603)";"6.624,80 €";17-05-2023;17-05-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2330456;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"""Aquisição de serviços para substituição de 3500 contadores de água de 15mm e 20mm no concelho da Covilhã""";Concurso público;Aquisição de serviços;65100000-4;Principal;Serviços de distribuição de água e serviços conexos;43925.0 € ;ADC - Águas da Covilhã (507611977);"Enviman – Manutenção de Sistemas Ambientais, Lda. (510903010)";"43.925,00 €";17-05-2023;16-05-2023;180 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-01-2024;"43.925,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2309344;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 40-23 Renovação de Contrato de Manutenção do Grupo Electrogéneo de Emergência;Ajuste Direto Regime Geral;Aquisição de serviços;50400000-9;Principal;Serviços de reparação e manutenção de equipamento médico e de precisão;5442.6 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"AUTO-SUECO PORTUGAL - VEÍCULOS PESADOS, S.A. (505051931)";"5.442,60 €";17-05-2023;26-04-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"5.442,60 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2349884;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços para publicitação e cobertura do V Grande Prémio Internacional de Ciclismo Beiras e Serra da Estrela – 2023;Ajuste Direto Regime Geral;Aquisição de serviços;92200000-3;Principal;Serviços de rádio e televisão;15000.0 € ;Associação dos Municípios da Cova da Beira (501600396);"COFINA MEDIA, S.A (502801034)";"15.000,00 €";15-05-2023;11-05-2023;45 dias;"Portugal, Guarda, Celorico da Beira<BR/>Portugal, Guarda, Fig. Castelo Rodrigo<BR/>Portugal, Guarda, Seia<BR/>Portugal, Castelo Branco, Fundão<BR/>Portugal, Guarda, Meda<BR/>Portugal, Guarda, Fornos de Algodres<BR/>Portugal, Guarda, Manteigas<BR/>Portugal, Guarda, Almeida<BR/>Portugal, Guarda, Pinhel<BR/>Portugal, Castelo Branco, Belmonte<BR/>Portugal, Castelo Branco, Penamacor<BR/>Portugal, Guarda, Sabugal<BR/>Portugal, Guarda, Trancoso<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Guarda, Gouveia<BR/>Portugal, Guarda, Guarda";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Seguro de Acidentes de Trabalho, ao abrigo do Acordo-Quadro n.º 4/SGMF e artigo 258.º do Código dos Contratos Públicos";Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de serviços;66510000-8;Principal;Serviços de seguros;134.4 € ;Universidade da Beira Interior (502083514);"Lusitania, Companhia de Seguros, S.A. (501689168)";"134,40 €";11-05-2023;20-03-2023;276 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 27.º, n.º 1, alínea h) do Código dos Contratos Públicos";Cumprimento integral do contrato;06-04-2023;"134,40 €";;;;5640717;Celebração de um acordo quadro pelo período de dois anos para aquisição de contrato de seguro de acidentes de trabalho;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
"Contratação de serviços de auditoria e certificação de contas – classificação do CPV 79212000-3 Serviços de auditoria   Na prestação de serviços a contratar o Adjudicatário obriga-se a: 9.1	Realizar o enquadramento da atividade da ANIMAR e avaliação do sistema de controlo interno;  9.2	Analisar a implementação das recomendações do processo de auditoria financeira e certificação de contas iniciado em 2016 e continuado nos exercícios seguintes; 9.3	Concretizar os procedimentos de auditoria; 9.4	Proceder à revisão de procedimentos e respetiva avaliação final; 9.5	Elaborar o relatório de auditoria com periodicidade semestral e apresentação dos resultados à Direção da Animar e respetivo Conselho Fiscal; 9.6	Apoiar a equipa técnica da Animar na elaboração de instrumentos de monitorização e definição de metodologias de apoio à atividade da Animar, designadamente no que concerne às obrigações inerentes à boa gestão dos projetos financiados em que a mesma se encontre envolvidas; 9.7	Prestar todos os esclarecimentos necessários, quando solicitados pela Animar, ou demais entidades competentes, solicitando, se necessário, parecer técnico às entidades competentes, designadamente junto da Administração Fiscal, Segurança Social, Ordem dos Contabilistas Certificados, entre outras; 9.8	Desenvolver todos os procedimentos inerentes ao encerramento do exercício económico, em articulação com os serviços técnicos da Animar e TOC, designadamente no que concerne à verificação de demonstração financeiras e participação nas reuniões com a Direção, Conselho Fiscal e Assembleias Gerais convocadas para apresentação e aprovação de contas do exercício; 9.9	Contribuir para a definição de uma política de compliance institucional ajustada aos princípios da economia social e solidária; 9.10	Realizar a emissão de pareceres se solicitados pela Direção ou Conselho Fiscal, associados a aspetos fiscais/contabilísticos inerentes à atividade da Animar; 9.11	Verificar e validar a informação decorrente da transição de software para o TOC On-Line e transição para a faturação eletrónica; 9.12	Verificar e validar a  informação decorrente do controlo do risco associado à contratação de empréstimo contraído junto do Montepio (linha de crédito); 9.13	Verificar e validar informação decorrente do controlo de razoabilidade/elegibilidade de despesas decorrentes dos normativos legais definidos no âmbito dos financiamentos e normativos internos; 9.14	Verificar e validar informação decorrente da regularização de saldos decorrentes do processo de negociação de dividas de associados/as encetado pela Direção da Animar em 2022. ";Ajuste Direto Regime Geral;Aquisição de serviços;79212000-3;Principal;Serviços de auditoria;7334.64 € ;ANIMAR - Associação Portuguesa para o Desenvolvimento Local (503169030);Pedro Miguel  Januário Costa;"7.334,64 €";08-05-2023;16-03-2023;1096 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
